team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Finland National Team,Finland,2018/2019,Finland,6,3,3,0,4,3,1,0,0,0,2,0,2,2,3,1,1,0,0,9,5,3,2,8,4,4,4,1,0,3,4,-2,108,68,273,180,0,90,4,3,1,0,0,0,2,0,2,4,3,1,22,13,9,7,1,6,50,47,53,65,39,26,26,16,10,39,23,16,91,39,52,2,2,0,3,0,3,-1,2,-3,2,2,0,2,1,1,2,0,2,1.33,2.33,0.33,1.33,1.33,1.33,0.83,1.33,0.33,0.5,0,1,0.83,0.67,1,0.33,0.67,0,0.5,0,1,6,2,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,0,4,6,6,6,6,0,2,3,3,3,3,0,2,3,3,3,3,100,33,0,0,0,0,100,33,0,0,0,0,100,33,0,0,0,0,0,67,100,100,100,100,0,67,100,100,100,100,0,67,100,100,100,100,4,1,0,2,0,0,2,1,0,67,17,0,67,0,0,67,33,0,67,100,33,80,67,100,33,0,0,0,33,0,67,67,100,33,4,3,1,67,100,33,4,1,3,67,33,100,0,0,0,0,0,0,33,67,0,33,33,33,33,0,67,3.67,4.33,3.00,1.17,0.33,2.00,33,33,17,17,17,17,17,17,1.27,1.46,1.07,1.32,1.36,1.28,17,1,1,0,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,33,0,67,17
Iceland National Team,Iceland,2018/2019,Iceland,4,2,2,0,0,0,0,0,0,0,4,2,2,0,0,0,3,0,0,55,1,13,-12,14,6,8,1,0,5,8,-4,-8,360,180,0,28,36,23,0,0,0,1,1,0,3,1,2,0,0,0,12,10,2,4,2,2,37,36,38,29,18,11,18,13,5,11,5,6,39,22,17,0,0,0,4,2,2,-4,-2,-2,0,0,0,2,1,1,2,1,1,0.5,0.5,0.5,3.5,3,4,0.25,0.5,0,3.25,2.5,4,1,1,1,0,0,0,1,1,1,4,4,3,1,1,1,2,2,2,0,0,0,2,2,1,1,1,1,0,0,1,3,3,3,0,0,0,2,2,2,0,0,1,1,1,1,100,100,75,25,25,25,100,100,100,0,0,0,100,100,50,50,50,50,0,0,25,75,75,75,0,0,0,100,100,100,0,0,50,50,50,50,2,2,0,1,1,0,1,1,0,50,50,0,50,50,0,50,50,0,0,0,0,62,0,0,0,25,50,0,75,50,100,0,0,0,2,1,1,50,50,50,4,2,2,100,100,100,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,3.00,5.00,1.00,1,1,1.00,75,75,75,50,25,25,25,0,0.91,1.19,0.64,1.92,1.58,2.27,100,0,0,0,0,0,0,0,0,1,0,1,2,1,0,2,3,1,3,0,0,0,100,100,100,0
Gibraltar National Team,Gibraltar,2018/2019,Gibraltar,6,3,3,0,2,1,1,0,0,0,4,2,2,1,1,1,3,0,0,31,5,15,-10,20,13,7,4,1,9,6,-5,-5,108,68,273,36,30,45,1,0,1,2,2,0,3,1,2,2,1,1,16,11,5,15,7,8,36,35,36,39,21,18,19,12,7,20,9,11,56,28,28,1,1,0,6,4,2,-5,-3,-2,0,0,0,2,1,1,4,2,2,0.33,0.33,0.33,3.33,4.33,2.33,0.83,1.33,0.33,2.5,3,2,1.17,1.67,0.67,0.17,0.33,0,1,1.33,0.67,6,5,3,2,1,1,3,3,2,1,1,1,3,2,1,1,0,0,0,1,3,4,5,5,0,0,1,2,2,2,0,1,2,2,3,3,100,83,50,33,17,17,100,100,67,33,33,33,100,67,33,33,0,0,0,17,50,67,83,83,0,0,33,67,67,67,0,33,67,67,100,100,5,2,0,3,2,0,2,0,0,83,33,0,100,67,0,67,0,0,33,33,33,20,17,0,33,33,67,0,50,33,67,33,33,33,1,0,1,17,0,33,5,2,3,83,67,100,1,1,0,17,33,0,0,0,0,33,33,33,67,67,67,2.67,3.67,1.67,2.5,2.33,2.67,100,83,67,67,50,50,50,33,0.71,0.82,0.60,2.42,1.85,2.99,100,1,0,0,0,1,0,2,1,0,0,2,2,2,1,2,2,2,2,0,0,0,67,67,67,17
Belarus National Team,Belarus,2018/2019,Belarus,6,3,3,0,4,2,2,2,1,1,0,0,0,2.33,2.33,2.33,1,0,0,4,10,0,10,10,6,4,6,4,0,0,6,4,54,45,68,0,0,0,6,3,3,0,0,0,2,1,1,4,2,2,47,20,27,11,8,3,59,58,60,112,63,49,43,22,21,69,41,28,87,47,40,5,3,2,0,0,0,5,3,2,4,2,2,2,1,1,0,0,0,2.33,2.33,2.33,1.67,2,1.33,1.67,2,1.33,0,0,0,0.83,1,0.67,0.83,1,0.67,0,0,0,4,3,1,1,1,0,2,1,1,1,1,0,2,2,0,0,0,0,2,3,5,5,5,6,1,2,2,2,2,3,1,1,3,3,3,3,67,50,17,17,17,0,67,33,33,33,33,0,67,67,0,0,0,0,33,50,83,83,83,100,33,67,67,67,67,100,33,33,100,100,100,100,4,1,0,2,1,0,2,0,0,67,17,0,67,33,0,67,0,0,67,67,67,0,100,100,100,0,0,0,33,33,33,67,67,67,6,3,3,100,100,100,2,1,1,33,33,33,0,0,0,0,0,0,67,67,67,33,33,33,0,0,0,7.83,6.67,9.00,1.83,2.67,1.00,100,100,83,67,33,17,17,0,2.39,2.59,2.20,0.90,0.88,0.92,17,2,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,33,33,33,0,0,0,0
Czech Republic National Team,Czech Republic,2018/2019,Czech Republic,4,2,2,0,2,1,1,0,0,0,2,1,1,1.5,1.5,1.5,2,0,0,32,4,4,0,8,4,4,2,2,2,2,0,0,90,90,90,90,90,90,1,1,0,2,1,1,1,0,1,3,2,1,23,11,12,9,4,5,42,40,44,37,17,20,20,9,11,17,8,9,67,34,33,2,2,0,2,1,1,0,1,-1,1,1,0,2,1,1,1,0,1,1.25,2,0.5,2,2,2,1,1,1,1,1,1,1,1.5,0.5,0.5,1,0,0.5,0.5,0.5,4,2,2,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,2,2,4,4,4,0,1,1,2,2,2,0,1,1,2,2,2,100,50,50,0,0,0,100,50,50,0,0,0,100,50,50,0,0,0,0,50,50,100,100,100,0,50,50,100,100,100,0,50,50,100,100,100,3,1,0,2,1,0,1,0,0,75,25,0,100,50,0,50,0,0,50,50,50,0,25,50,0,50,50,50,25,0,50,75,100,50,2,1,1,50,50,50,2,0,2,50,0,100,1,1,0,25,50,0,25,50,0,50,50,50,25,0,50,5.75,5.50,6.00,2.25,2,2.50,100,100,100,75,50,50,25,0,1.27,1.18,1.36,1.69,2.01,1.38,25,1,0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,50,50,50,0
Montenegro National Team,Montenegro,2018/2019,Montenegro,6,3,3,0,2,1,1,1,0,1,3,2,1,1.17,1,1.33,3,0,0,27,7,6,1,13,5,8,2,5,3,3,-1,2,77,134,54,90,90,90,2,1,1,2,0,2,3,2,1,2,1,1,29,15,14,20,11,9,51,55,48,53,28,25,30,12,18,23,16,7,76,40,36,5,2,3,4,2,2,1,0,1,2,1,1,1,0,1,3,2,1,1.17,1,1.33,2.17,1.67,2.67,1.17,0.67,1.67,1,1,1,1.5,1.33,1.67,0.83,0.67,1,0.67,0.67,0.67,5,4,2,1,1,0,3,2,0,0,0,0,2,2,2,1,1,0,1,2,4,5,5,6,0,1,3,3,3,3,1,1,1,2,2,3,83,67,33,17,17,0,100,67,0,0,0,0,67,67,67,33,33,0,17,33,67,83,83,100,0,33,100,100,100,100,33,33,33,67,67,100,5,3,1,3,1,0,2,2,1,83,50,17,100,33,0,67,67,33,33,33,33,0,33,33,33,33,0,67,50,67,33,33,33,33,3,1,2,50,33,67,4,2,2,67,67,67,0,0,0,0,0,0,33,33,33,17,0,33,50,67,33,4.83,5.00,4.67,3.33,3.67,3.00,67,50,50,50,33,0,0,0,1.06,1.06,1.06,1.50,1.36,1.64,67,1,0,0,3,1,0,1,0,1,0,1,1,1,1,0,0,0,2,17,0,33,50,67,33,0
Switzerland National Team,Switzerland,2018/2019,Switzerland,6,3,3,0,3,2,1,1,1,0,2,0,2,1.67,2.33,1,1,0,0,12,15,8,7,23,13,10,11,4,2,6,9,-2,36,25,68,68,134,45,2,2,0,4,1,3,1,1,0,2,1,1,26,14,12,12,7,5,53,51,55,79,44,35,39,23,16,40,21,19,69,38,31,5,5,0,3,2,1,2,3,-1,2,2,0,3,1,2,1,0,1,1.5,2.33,0.67,3.83,4.33,3.33,2.5,3.67,1.33,1.33,0.67,2,1.33,2.33,0.33,0.83,1.67,0,0.5,0.67,0.33,5,5,5,3,2,2,2,2,2,2,2,2,3,3,3,1,0,0,1,1,1,3,4,4,1,1,1,1,1,1,0,0,0,2,3,3,83,83,83,50,33,33,67,67,67,67,67,67,100,100,100,33,0,0,17,17,17,50,67,67,33,33,33,33,33,33,0,0,0,67,100,100,3,2,1,2,2,1,1,0,0,50,33,17,67,67,33,33,0,0,50,67,33,49,33,67,0,67,33,100,17,33,0,33,33,33,4,2,2,67,67,67,4,1,3,67,33,100,1,1,0,17,33,0,33,67,0,50,33,67,17,0,33,4.33,4.67,4.00,2,2.33,1.67,83,83,67,67,33,33,0,0,1.70,1.93,1.48,1.50,1.34,1.66,133,0,1,2,1,1,3,3,2,2,1,1,1,0,0,1,0,0,4,17,33,0,33,0,67,0
Serbia National Team,Serbia,2018/2019,Serbia,6,3,3,0,4,2,2,2,1,1,0,0,0,2.33,2.33,2.33,1,0,0,6,11,4,7,15,12,3,8,3,4,0,4,3,49,34,90,134,68,0,3,0,3,3,3,0,1,0,1,5,3,2,47,22,25,10,3,7,60,62,59,80,37,43,38,17,21,42,20,22,75,30,45,5,3,2,0,0,0,5,3,2,4,2,2,2,1,1,0,0,0,2.33,2.33,2.33,2.5,4,1,1.83,2.67,1,0.67,1.33,0,0.83,1,0.67,0.83,1,0.67,0,0,0,5,4,3,2,1,0,3,3,3,2,1,0,2,1,0,0,0,0,1,2,3,4,5,6,0,0,0,1,2,3,1,2,3,3,3,3,83,67,50,33,17,0,100,100,100,67,33,0,67,33,0,0,0,0,17,33,50,67,83,100,0,0,0,33,67,100,33,67,100,100,100,100,4,1,0,2,1,0,2,0,0,67,17,0,67,33,0,67,0,0,67,67,67,-27,50,0,100,50,100,0,17,0,33,83,100,67,6,3,3,100,100,100,2,1,1,33,33,33,0,0,0,0,0,0,67,67,67,33,33,33,0,0,0,7.83,7.33,8.33,1.67,1,2.33,83,83,67,67,50,50,50,50,1.75,1.69,1.80,1.07,1.19,0.94,83,0,1,2,2,0,2,1,2,1,0,0,0,0,1,0,3,0,0,33,33,33,0,0,0,17
Andorra National Team,Andorra,2018/2019,Andorra,6,3,3,0,0,0,0,4,3,1,2,0,2,0.67,1,0.33,4,0,0,40,2,9,-7,11,4,7,2,0,2,7,0,-7,273,134,0,60,134,39,2,1,1,2,2,0,4,1,3,0,0,0,10,6,4,23,9,14,31,35,26,33,19,14,10,8,2,23,11,12,130,59,71,0,0,0,4,1,3,-4,-1,-3,0,0,0,3,2,1,3,1,2,0.5,0.67,0.33,1.83,1.33,2.33,0.33,0.67,0,1.5,0.67,2.33,0.67,0.33,1,0,0,0,0.67,0.33,1,4,4,2,1,0,0,2,2,0,0,0,0,2,2,2,1,0,0,2,2,4,5,6,6,1,1,3,3,3,3,1,1,1,2,3,3,67,67,33,17,0,0,67,67,0,0,0,0,67,67,67,33,0,0,33,33,67,83,100,100,33,33,100,100,100,100,33,33,33,67,100,100,3,1,0,1,0,0,2,1,0,50,17,0,33,0,0,67,33,0,0,0,0,79,33,33,33,33,67,0,67,33,100,0,0,0,3,2,1,50,67,33,6,3,3,100,100,100,0,0,0,0,0,0,0,0,0,50,67,33,50,33,67,1.67,2.00,1.33,3.83,3,4.67,83,83,67,50,33,17,0,0,0.53,0.61,0.46,1.85,1.58,2.11,50,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,2,1,2,67,100,33,33,0,67,0
Austria National Team,Austria,2018/2019,Austria,4,2,2,0,2,1,1,1,1,0,1,0,1,1.75,2,1.5,2,0,0,26,3,2,1,5,1,4,1,2,0,2,1,0,120,180,90,180,0,90,2,2,0,1,0,1,2,1,1,2,1,1,21,13,8,6,2,4,55,58,52,34,17,17,12,6,6,22,11,11,39,18,21,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,1,1,1,1.25,0.5,2,0.75,0.5,1,0.5,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,3,3,4,4,4,1,2,2,2,2,2,0,1,1,2,2,2,75,25,25,0,0,0,50,0,0,0,0,0,100,50,50,0,0,0,25,75,75,100,100,100,50,100,100,100,100,100,0,50,50,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,34,50,100,0,25,0,50,50,50,50,50,50,50,4,2,2,100,100,100,4,2,2,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,5.25,6.50,4.00,1.5,1,2.00,75,75,75,75,75,0,0,0,0.95,0.97,0.93,1.03,1.24,0.83,25,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,25,50,0,25,0,50,0
